Epoch,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy
64,0.6531503455979484,0.5367347,0.6896551724137931,0.75
65,0.642459613936288,0.5357872,0.7241379310344828,0.75
66,0.649410469191415,0.5348616,0.7241379310344828,0.75
67,0.651084269796099,0.5339197,0.7586206896551724,0.75
68,0.6487019232341221,0.5329698,0.7241379310344828,0.75
69,0.6344698412077767,0.53197414,0.7241379310344828,0.75
70,0.6638520019395011,0.53103215,0.7241379310344828,0.75
71,0.650698687349047,0.530214,0.7241379310344828,0.75
72,0.6654802731105259,0.5292773,0.6896551724137931,0.75
73,0.6394512568201337,0.52841884,0.6896551724137931,0.75
74,0.6385937673704964,0.52761364,0.7241379310344828,0.75
75,0.6630658166749137,0.52683556,0.7241379310344828,0.75
76,0.6451902985572815,0.52607644,0.7241379310344828,0.75
77,0.6352332234382629,0.5251712,0.7241379310344828,0.875
78,0.6510974168777466,0.5243456,0.7241379310344828,0.875
79,0.6294858285358974,0.52363306,0.7241379310344828,0.875
80,0.629843703338078,0.5228317,0.7241379310344828,0.875
81,0.6434861080987113,0.5220976,0.6896551724137931,0.875
82,0.6307501878057208,0.52151304,0.7241379310344828,0.875
83,0.6310359750475202,0.5207388,0.7241379310344828,0.875
84,0.626504795891898,0.5199925,0.7586206896551724,0.875
85,0.6215885196413312,0.5193407,0.6896551724137931,0.875
86,0.6248552884374347,0.51866376,0.6896551724137931,0.875
87,0.6430691054889134,0.51786697,0.7241379310344828,0.875
88,0.621008208819798,0.51718146,0.7586206896551724,0.875
89,0.647469333239964,0.5164773,0.6551724137931034,0.875
90,0.6466530646596637,0.51590496,0.6896551724137931,0.875
91,0.6287582346371242,0.51524246,0.7241379310344828,0.875
92,0.6299401095935276,0.5145817,0.7586206896551724,0.875
93,0.627374529838562,0.5138227,0.6896551724137931,0.875
94,0.6274173600333077,0.5131158,0.7241379310344828,0.875
95,0.6330628224781581,0.51241785,0.7586206896551724,0.875
96,0.6480263301304409,0.5117673,0.7586206896551724,0.875
97,0.6355576259749276,0.51121914,0.7241379310344828,0.875
98,0.6382368292127337,0.51059276,0.7241379310344828,0.875
99,0.6329418420791626,0.5099095,0.6896551724137931,0.875
100,0.6373218468257359,0.5092333,0.7586206896551724,0.875
101,0.6291790860039848,0.508693,0.6896551724137931,0.875
102,0.6411146947315761,0.50810593,0.6896551724137931,0.875
103,0.6390876940318516,0.5075623,0.6896551724137931,0.875
104,0.6628411837986538,0.50694287,0.6551724137931034,0.875
105,0.6257085289273944,0.50644064,0.7241379310344828,0.875
106,0.6263774377959115,0.50587255,0.6896551724137931,0.875
107,0.6267833028520856,0.50523007,0.6551724137931034,0.875
108,0.6226050427981785,0.5045898,0.6896551724137931,0.875
109,0.6155342289379665,0.50403416,0.6896551724137931,0.875
110,0.6245666061128888,0.50356996,0.6896551724137931,0.875
111,0.6183926037379673,0.50319886,0.7241379310344828,0.875
112,0.6248822127069745,0.50264287,0.7586206896551724,0.875
113,0.633203889642443,0.502069,0.6896551724137931,0.875
114,0.6344495075089591,0.50165087,0.7241379310344828,0.875
115,0.6074346303939819,0.5012049,0.6551724137931034,0.875
116,0.6074274012020656,0.50075066,0.7241379310344828,0.875
117,0.63921548639025,0.5001991,0.7241379310344828,0.875
118,0.6261629291943142,0.49969566,0.6896551724137931,0.875
119,0.619404673576355,0.49909848,0.7241379310344828,0.875
120,0.6319054280008588,0.4985985,0.7241379310344828,0.875
121,0.6041320817811149,0.49813336,0.7931034482758621,0.875
122,0.6276172484670367,0.49753344,0.6896551724137931,0.875
123,0.6253327642168317,0.49692187,0.6551724137931034,0.875
124,0.6116251519748143,0.49639523,0.6896551724137931,0.875
125,0.6112987739699227,0.49570972,0.7241379310344828,0.875
126,0.6201462234769549,0.49524444,0.6206896551724138,0.875
127,0.623892068862915,0.49463454,0.7241379310344828,0.875
128,0.6168208037103925,0.494119,0.6896551724137931,0.875
129,0.6074822459902082,0.49366868,0.7241379310344828,0.875
130,0.6260465979576111,0.49318695,0.6551724137931034,0.875
131,0.6363828437668937,0.49274018,0.7241379310344828,0.875
132,0.6297016654695783,0.49228454,0.6896551724137931,0.875
133,0.6301332627023969,0.49196553,0.6551724137931034,0.875
134,0.6092500175748553,0.49162346,0.7241379310344828,0.875
135,0.6178306766918727,0.49129686,0.5862068965517241,0.875
136,0.5951312439782279,0.490977,0.7241379310344828,0.875
137,0.5986152972493853,0.49052942,0.7586206896551724,0.875
138,0.6164933613368443,0.49005947,0.7586206896551724,0.875
139,0.6158329589026315,0.48956728,0.7586206896551724,0.875
140,0.6283024804932731,0.48916054,0.7241379310344828,0.875
141,0.5900262083326068,0.48863626,0.6896551724137931,0.875
142,0.6131589753287179,0.48817578,0.6896551724137931,0.875
143,0.601560081754412,0.48771483,0.7586206896551724,0.875
144,0.631173278604235,0.487346,0.7241379310344828,0.875
145,0.5941823039736066,0.48698968,0.7586206896551724,0.875
146,0.6251720360347203,0.486718,0.6551724137931034,0.875
147,0.6155986956187657,0.48635212,0.7241379310344828,0.875
148,0.6201135516166687,0.48598564,0.6896551724137931,0.875
149,0.6193353704043797,0.4855845,0.6896551724137931,0.875
150,0.6227842484201703,0.48513013,0.7586206896551724,0.875
151,0.6008622390883309,0.48478505,0.6551724137931034,0.875
152,0.622670190674918,0.48439685,0.6896551724137931,0.875
153,0.6033873898642403,0.48409742,0.7241379310344828,0.875
154,0.6019600374358041,0.4837913,0.7241379310344828,0.875
155,0.64617406470435,0.48340344,0.6551724137931034,0.875
156,0.612522542476654,0.4830064,0.6896551724137931,0.875
157,0.6011852877480643,0.48258114,0.6896551724137931,0.875
158,0.5996867929186139,0.4822243,0.7241379310344828,0.875
159,0.6120997582163129,0.48188478,0.6551724137931034,0.875
160,0.6057141252926418,0.4815895,0.7241379310344828,0.875
161,0.629196047782898,0.48139215,0.6896551724137931,0.875
162,0.6144517489842006,0.48116988,0.7586206896551724,0.875
163,0.6189941849027362,0.48079592,0.6551724137931034,0.875
164,0.6053205217633929,0.48051536,0.6551724137931034,0.875
165,0.5927524140902928,0.4802503,0.7586206896551724,0.875
166,0.6170472587857928,0.47991627,0.6206896551724138,0.875
167,0.613296662058149,0.47951573,0.7586206896551724,0.875
168,0.6198966332844326,0.4792755,0.6551724137931034,0.875
169,0.6057873964309692,0.4790522,0.7241379310344828,0.875
170,0.5965070639337812,0.4786074,0.7241379310344828,0.875
171,0.5922654526574271,0.47839838,0.6896551724137931,0.875
172,0.6009326577186584,0.47817922,0.7241379310344828,0.875
173,0.611612686089107,0.477912,0.7241379310344828,0.875
174,0.5857457859175546,0.47755116,0.7586206896551724,0.875
175,0.584157543522971,0.47710222,0.7586206896551724,0.875
176,0.5973282967294965,0.47669828,0.7241379310344828,0.875
177,0.5883105908121381,0.47632933,0.7586206896551724,0.875
178,0.599557774407523,0.4759609,0.7241379310344828,0.875
179,0.6059005005019051,0.47558063,0.7241379310344828,0.875
180,0.6181399396487645,0.4753011,0.6551724137931034,0.875
181,0.6111911705562046,0.47493857,0.6896551724137931,0.875
182,0.6103388752256121,0.47471166,0.7241379310344828,0.875
183,0.5901283962385995,0.47432315,0.7586206896551724,0.875
184,0.6015198571341378,0.47391135,0.7241379310344828,0.875
185,0.6007878269468035,0.4736406,0.7241379310344828,0.875
186,0.6208123649869647,0.47337395,0.7586206896551724,0.875
187,0.5878736206463405,0.47324756,0.7241379310344828,0.875
188,0.6147786464009967,0.47314984,0.7241379310344828,0.875
189,0.6144703200885228,0.4730386,0.6896551724137931,0.875
190,0.6104464445795331,0.47301793,0.7241379310344828,0.875
191,0.5900526302201408,0.472933,0.7241379310344828,0.875
192,0.594407856464386,0.47273785,0.7586206896551724,0.875
193,0.6062433038439069,0.47265944,0.6896551724137931,0.875
194,0.6211136409214565,0.4724903,0.6551724137931034,0.875
195,0.5999308483941215,0.4721774,0.7241379310344828,0.875
196,0.6153702480452401,0.4720059,0.6551724137931034,0.875
197,0.6035474368504116,0.47172576,0.6896551724137931,0.875
198,0.5949951495443072,0.47142395,0.6896551724137931,0.875
199,0.593200717653547,0.47102994,0.6896551724137931,0.875
200,0.6028292434556144,0.47066003,0.7241379310344828,0.875
201,0.6020626596042088,0.47036332,0.6896551724137931,0.875
202,0.6140223571232387,0.4700898,0.6896551724137931,0.875
203,0.6148961952754429,0.4700228,0.7241379310344828,0.875
204,0.5928619759423392,0.469847,0.7241379310344828,0.875
205,0.5819713175296783,0.46952462,0.6896551724137931,0.875
206,0.6008396063532148,0.4691496,0.7241379310344828,0.875
207,0.5955618364470345,0.46878082,0.7241379310344828,0.875
208,0.601062502179827,0.4685471,0.6896551724137931,0.875
209,0.6104889937809536,0.468332,0.7241379310344828,0.875
210,0.6031759210995266,0.46814358,0.6896551724137931,0.875
211,0.5964483192988804,0.46795583,0.6551724137931034,0.875
212,0.6009525571550641,0.46754336,0.7241379310344828,0.875
213,0.6098444887569973,0.4673429,0.6551724137931034,0.875
214,0.5825276970863342,0.46719974,0.6896551724137931,0.875
215,0.5999158705983844,0.46688902,0.7586206896551724,0.875
216,0.5858668855258397,0.46669263,0.7241379310344828,0.875
217,0.6056152241570609,0.4663683,0.7586206896551724,0.875
218,0.5812134913035801,0.4662074,0.6896551724137931,0.875
219,0.5935326133455548,0.46588057,0.7241379310344828,0.875
220,0.6030316437993731,0.4656253,0.7241379310344828,0.875
221,0.6006220408848354,0.46540737,0.6896551724137931,0.875
222,0.5881107790129525,0.46529317,0.7586206896551724,0.875
223,0.600961949144091,0.4649976,0.7241379310344828,0.875
224,0.5889721853392464,0.46483034,0.7241379310344828,0.875
225,0.6126601951462882,0.46480107,0.6896551724137931,0.875
226,0.60873430115836,0.46490264,0.6551724137931034,0.875
227,0.5930617792265755,0.46487823,0.6896551724137931,0.875
228,0.6048598289489746,0.4646595,0.7586206896551724,0.875
229,0.5913506916591099,0.46440881,0.7241379310344828,0.875
230,0.6059885195323399,0.46427178,0.6896551724137931,0.875
231,0.5896544456481934,0.46412525,0.6206896551724138,0.875
232,0.5873962129865374,0.4639845,0.7241379310344828,0.875
233,0.6129590187753949,0.46390212,0.7241379310344828,0.875
234,0.5877991318702698,0.46404287,0.6551724137931034,0.875
235,0.5986215131623405,0.46396458,0.7241379310344828,0.875
236,0.6199264866965157,0.46386123,0.6896551724137931,0.875
237,0.5804410747119358,0.463686,0.7586206896551724,0.875
238,0.5902437908308846,0.4635676,0.6896551724137931,0.875
239,0.5876290627888271,0.46339583,0.7586206896551724,0.875
240,0.5818738426480975,0.46309593,0.7241379310344828,0.875
241,0.594055039542062,0.46279985,0.7241379310344828,0.875
242,0.6085591060774667,0.46255565,0.6551724137931034,0.875
243,0.6022389701434544,0.4622625,0.7241379310344828,0.875
244,0.5808750987052917,0.46196827,0.7241379310344828,0.875
245,0.5859587277684893,0.46174145,0.7241379310344828,0.875
246,0.5894085935183934,0.46161845,0.7241379310344828,0.875
247,0.6122525334358215,0.46147916,0.6896551724137931,0.875
248,0.5852861957890647,0.46146354,0.7241379310344828,0.875
249,0.5943343043327332,0.46115196,0.7241379310344828,0.875
250,0.6047315001487732,0.46097267,0.7241379310344828,0.875
251,0.5914784584726606,0.46086258,0.6896551724137931,0.875
252,0.5851681743349347,0.46056575,0.7586206896551724,0.875
253,0.5813149384089878,0.46036142,0.7586206896551724,0.875
254,0.5934666224888393,0.46003267,0.7241379310344828,0.875
255,0.5879672510283334,0.4598473,0.7586206896551724,0.875
256,0.5922619870730809,0.45981956,0.7241379310344828,0.875
257,0.6134819984436035,0.4597641,0.6896551724137931,0.875
258,0.5925016743796212,0.4596812,0.7241379310344828,0.875
259,0.6052569576672145,0.45959467,0.7241379310344828,0.875
260,0.6096147469111851,0.45946914,0.6206896551724138,0.875
261,0.5673863291740417,0.45939258,0.7586206896551724,0.875
262,0.5871436936514718,0.4592291,0.7241379310344828,0.875
263,0.5664825780051095,0.45899495,0.6896551724137931,0.875
264,0.5719865645681109,0.45876324,0.7241379310344828,0.875
265,0.597022567476545,0.4585141,0.6896551724137931,0.875
266,0.5829117383275714,0.45836014,0.7931034482758621,0.875
267,0.5842402577400208,0.45826054,0.6896551724137931,0.875
268,0.5810275844165257,0.45820284,0.7586206896551724,0.875
269,0.583331789289202,0.4579636,0.7586206896551724,0.875
270,0.5656883375985282,0.45760763,0.7241379310344828,0.875
271,0.5876299568584987,0.45752692,0.7241379310344828,0.875
272,0.5719327884060996,0.4574028,0.7586206896551724,0.875
273,0.5629823761326926,0.45744812,0.6551724137931034,0.875
274,0.5929784263883319,0.4573821,0.7241379310344828,0.875
275,0.5813812102590289,0.4572945,0.6896551724137931,0.875
276,0.5793720398630414,0.4572413,0.7586206896551724,0.875
277,0.6077650785446167,0.45707613,0.7241379310344828,0.875
278,0.5890640446117946,0.45690158,0.7586206896551724,0.875
279,0.5850575225693839,0.45682645,0.6896551724137931,0.875
280,0.6022787349564689,0.4565562,0.6896551724137931,0.875
281,0.6004161238670349,0.45642412,0.7241379310344828,0.875
282,0.5842265401567731,0.45653564,0.6896551724137931,0.875
283,0.579582861491612,0.45650405,0.7241379310344828,0.875
284,0.5977830035345895,0.45639396,0.7241379310344828,0.875
285,0.57474114213671,0.45618302,0.7241379310344828,0.875
286,0.5935351763452802,0.45601302,0.6896551724137931,0.875
287,0.5925155622618539,0.45588994,0.7241379310344828,0.875
288,0.5916962197848729,0.45575213,0.7241379310344828,0.875
289,0.5789694360324315,0.45569468,0.6896551724137931,0.875
290,0.5662743704659599,0.4555429,0.7241379310344828,0.875
291,0.583420319216592,0.45538324,0.7241379310344828,0.875
292,0.5789760947227478,0.45520163,0.7586206896551724,0.875
293,0.5849246638161796,0.45513612,0.6896551724137931,0.875
294,0.5699042081832886,0.45492527,0.7586206896551724,0.875
295,0.6006021073886326,0.4546787,0.6896551724137931,0.875
296,0.5973254442214966,0.4546575,0.7241379310344828,0.875
297,0.5835507426943097,0.45433187,0.7241379310344828,0.875
298,0.5852940167699542,0.4543252,0.7586206896551724,0.875
299,0.5873047198568072,0.45407486,0.7241379310344828,0.875
300,0.5632155409881047,0.453917,0.7241379310344828,0.875
301,0.5900078586169651,0.4537363,0.7241379310344828,0.875
302,0.5835270541054862,0.4536749,0.7241379310344828,0.875
303,0.56490615436009,0.45369184,0.7241379310344828,0.875
304,0.5801893387522016,0.45367366,0.7586206896551724,0.875
305,0.5851082290921893,0.45338225,0.7241379310344828,0.875
306,0.5733247910227094,0.45313936,0.7241379310344828,0.875
307,0.5851493648120335,0.45292777,0.7241379310344828,0.875
308,0.5937287126268659,0.45278358,0.6551724137931034,0.875
309,0.5927122490746635,0.4526752,0.7241379310344828,0.875
310,0.5729793225015912,0.45262507,0.7241379310344828,0.875
311,0.5845338957650321,0.4525782,0.7241379310344828,0.875
312,0.5898177112851825,0.45250946,0.6896551724137931,0.875
313,0.5866616794041225,0.45246926,0.6896551724137931,0.875
314,0.585712594645364,0.4524488,0.7241379310344828,0.875
315,0.5838607890265328,0.4523766,0.6896551724137931,0.875
316,0.5851594379970005,0.45231968,0.6896551724137931,0.875
317,0.5923917038100106,0.4522333,0.7241379310344828,0.875
318,0.5952962722097125,0.4521395,0.6896551724137931,0.875
319,0.5803196174757821,0.45191497,0.6896551724137931,0.875
320,0.5708299449511937,0.45183742,0.6896551724137931,0.875
321,0.5851013830729893,0.4516216,0.7241379310344828,0.875
322,0.5746322359357562,0.4516521,0.7586206896551724,0.875
323,0.5681876710483006,0.4516976,0.7241379310344828,0.875
324,0.581057471888406,0.45150685,0.7241379310344828,0.875
325,0.5957845449447632,0.4513213,0.7241379310344828,0.875
326,0.5753981683935437,0.45137107,0.7241379310344828,0.875
327,0.5685469593320575,0.45135212,0.7241379310344828,0.875
328,0.5792268940380642,0.45121005,0.6896551724137931,0.875
329,0.5769016572407314,0.45091835,0.7241379310344828,0.875
330,0.5771601625851223,0.45073554,0.7241379310344828,0.875
331,0.5696302907807487,0.45054206,0.7586206896551724,0.875
332,0.5941634603909084,0.45040706,0.7931034482758621,0.875
333,0.5784110512052264,0.4504682,0.7241379310344828,0.875
334,0.5764709115028381,0.4504208,0.7586206896551724,0.875
335,0.5660416824477059,0.4503074,0.7241379310344828,0.875
336,0.5960063338279724,0.45027888,0.7241379310344828,0.875
337,0.571233902658735,0.4503041,0.7241379310344828,0.875
338,0.5901270338467189,0.45029813,0.6896551724137931,0.875
339,0.5700711011886597,0.45019788,0.7241379310344828,0.875
340,0.5783196091651917,0.45002824,0.7241379310344828,0.875
341,0.5696642569133213,0.44978338,0.7586206896551724,0.875
342,0.5903314692633492,0.4496345,0.6551724137931034,0.875
343,0.5965161578995841,0.4494928,0.7241379310344828,0.875
344,0.577983979667936,0.44957417,0.7586206896551724,0.875
345,0.5891702771186829,0.44958538,0.7586206896551724,0.875
346,0.5773194261959621,0.4495787,0.7241379310344828,0.875
347,0.5928982325962612,0.44944847,0.7241379310344828,0.875
348,0.5847391401018415,0.4494589,0.7586206896551724,0.875
349,0.595036540712629,0.44936362,0.7241379310344828,0.875
350,0.5685235815388816,0.44928914,0.7241379310344828,0.875
351,0.5687488402639117,0.44909185,0.7586206896551724,0.875
352,0.5790596774646214,0.44908947,0.6551724137931034,0.875
353,0.5789606656347003,0.44898838,0.7241379310344828,0.875
354,0.5761720623288836,0.44893062,0.7586206896551724,0.875
355,0.5882412450654166,0.44891223,0.7241379310344828,0.875
356,0.559706666639873,0.44884634,0.6896551724137931,0.875
357,0.5605736460004535,0.44869664,0.7241379310344828,0.875
358,0.5650784713881356,0.44867116,0.7586206896551724,0.875
359,0.5806665846279689,0.4486212,0.7241379310344828,0.875
360,0.574901921408517,0.44830617,0.7586206896551724,0.875
361,0.5722505279949733,0.4482293,0.7241379310344828,0.875
362,0.5718070694378444,0.44809952,0.7586206896551724,0.875
363,0.5765978864261082,0.4481058,0.7586206896551724,0.875
364,0.5916345374924796,0.44816414,0.7586206896551724,0.875
365,0.5794795155525208,0.44819623,0.7241379310344828,0.875
366,0.5676550056253161,0.44810376,0.7586206896551724,0.875
367,0.5701260311262948,0.4479065,0.7241379310344828,0.875
368,0.5787570817129952,0.4476804,0.7241379310344828,0.875
369,0.5836674656186785,0.44763327,0.7241379310344828,0.875
370,0.5783907345363072,0.44767636,0.7241379310344828,0.875
371,0.581244728394917,0.44755787,0.7241379310344828,0.875
372,0.5609304138592311,0.44757143,0.7241379310344828,0.875
373,0.5873551368713379,0.4476424,0.7241379310344828,0.875
374,0.5730454410825457,0.44779176,0.7241379310344828,0.875
375,0.5796083552496774,0.44772607,0.6896551724137931,0.875
376,0.5908242634364537,0.44773233,0.7586206896551724,0.875
377,0.5724466953958783,0.44780695,0.7586206896551724,0.875
378,0.5679169637816293,0.44790128,0.7586206896551724,0.875
379,0.5534683636256627,0.44774333,0.7586206896551724,0.875
380,0.5670245247227805,0.4475131,0.7586206896551724,0.875
381,0.5700779812676566,0.44749478,0.7586206896551724,0.875
382,0.5869962743350438,0.44731125,0.7586206896551724,0.875
383,0.5854217495237078,0.4473044,0.7241379310344828,0.875
384,0.5721907956259591,0.44714397,0.7241379310344828,0.875
385,0.593987626688821,0.44696587,0.7241379310344828,0.875
386,0.5499537757464817,0.44699705,0.7586206896551724,0.875
387,0.5712821653911045,0.44698542,0.7241379310344828,0.875
388,0.5695854638304029,0.44680244,0.7586206896551724,0.875
389,0.5646148579461234,0.44674456,0.7586206896551724,0.875
390,0.5708133152553013,0.446858,0.7586206896551724,0.875
391,0.5636027795927865,0.44683552,0.7586206896551724,0.875
392,0.5759894592421395,0.4466141,0.7586206896551724,0.875
393,0.586441559450967,0.4463097,0.7586206896551724,0.875
394,0.5651717782020569,0.44623673,0.6896551724137931,0.875
395,0.5813254628862653,0.4462132,0.7241379310344828,0.875
396,0.5715218526976449,0.4462204,0.7586206896551724,0.875
397,0.570716278893607,0.4461949,0.7241379310344828,0.75
398,0.5766637751034328,0.44628617,0.7241379310344828,0.75
399,0.5810010518346514,0.4462394,0.7241379310344828,0.75
400,0.5896184188979012,0.44594154,0.7241379310344828,0.75
401,0.5602105813367027,0.44591564,0.7241379310344828,0.75
402,0.5620877998215812,0.44570053,0.7586206896551724,0.75
403,0.5645712018013,0.44556892,0.6896551724137931,0.75
404,0.5651454925537109,0.44545817,0.7241379310344828,0.75
405,0.5567031247275216,0.44544894,0.7931034482758621,0.75
406,0.5483819501740592,0.44523108,0.7586206896551724,0.75
407,0.566951973097665,0.44500828,0.7241379310344828,0.875
408,0.5812255229268756,0.444762,0.7241379310344828,0.875
409,0.5871561084474836,0.44469127,0.6896551724137931,0.875
410,0.5753486582211086,0.44458446,0.7586206896551724,0.875
411,0.5638842156955174,0.4446158,0.7241379310344828,0.875
412,0.5751996210643223,0.4445497,0.7586206896551724,0.875
413,0.5654584424836295,0.44436392,0.7586206896551724,0.875
414,0.6074769411768232,0.44427386,0.6896551724137931,0.875
415,0.5666287285940987,0.44428003,0.6896551724137931,0.75
416,0.5872088244983128,0.44423681,0.7586206896551724,0.75
417,0.5603521551404681,0.4443389,0.6551724137931034,0.75
418,0.5850503018924168,0.44419765,0.7586206896551724,0.75
419,0.5726385031427655,0.44409758,0.7586206896551724,0.75
420,0.5390734544822148,0.44398546,0.7241379310344828,0.75
421,0.5879304834774562,0.4438302,0.7241379310344828,0.75
422,0.5869376403944833,0.44368958,0.7241379310344828,0.75
423,0.579501748085022,0.443601,0.7241379310344828,0.75
424,0.566504989351545,0.4435782,0.7586206896551724,0.75
425,0.5717705403055463,0.44351846,0.6551724137931034,0.75
426,0.557583613055093,0.44325578,0.7241379310344828,0.75
427,0.5833322320665631,0.44315705,0.7241379310344828,0.75
428,0.5901057209287371,0.44306064,0.7586206896551724,0.75
429,0.5585269927978516,0.44294143,0.7586206896551724,0.75
430,0.5957587872232709,0.443001,0.7241379310344828,0.75
431,0.5789682865142822,0.4430626,0.6896551724137931,0.75
432,0.5642881776605334,0.443011,0.7586206896551724,0.75
433,0.5671242901257106,0.44294488,0.7241379310344828,0.75
434,0.5929777877671378,0.44290537,0.7586206896551724,0.75
435,0.5653201852525983,0.44306755,0.7586206896551724,0.75
436,0.5859082596642631,0.4431144,0.7586206896551724,0.75
437,0.5513204123292651,0.4430887,0.7586206896551724,0.75
438,0.5633799178259713,0.44299522,0.7586206896551724,0.75
439,0.570276311465672,0.44286388,0.7241379310344828,0.75
440,0.565106383391789,0.44257078,0.7586206896551724,0.75
441,0.5810733011790684,0.4424939,0.7241379310344828,0.75
442,0.5885860409055438,0.4424624,0.7586206896551724,0.75
443,0.585384896823338,0.44242746,0.7586206896551724,0.75
444,0.5853951488222394,0.44254264,0.6896551724137931,0.75
445,0.5712955508913312,0.44275087,0.7586206896551724,0.75
446,0.5657806992530823,0.44285545,0.7241379310344828,0.75
447,0.5882955704416547,0.44288337,0.7241379310344828,0.75
448,0.5594821061406817,0.44277132,0.7241379310344828,0.75
449,0.5784141506467547,0.4427721,0.7241379310344828,0.75
450,0.55070013659341,0.44287533,0.7586206896551724,0.75
451,0.5626206483159747,0.44289136,0.7241379310344828,0.75
452,0.5570446848869324,0.44285035,0.7586206896551724,0.75
453,0.5661899191992623,0.44262558,0.7241379310344828,0.75
454,0.5734557935169765,0.44236577,0.7241379310344828,0.75
455,0.5623556460653033,0.4422222,0.7241379310344828,0.75
456,0.5852857402392796,0.4422085,0.7586206896551724,0.75
457,0.55784558398383,0.44217318,0.7241379310344828,0.75
458,0.5365242617470878,0.44215092,0.7241379310344828,0.75
459,0.5776017648833138,0.44211024,0.6896551724137931,0.75
460,0.5599875790732247,0.44191274,0.7586206896551724,0.75
461,0.5800519926207406,0.44184738,0.6551724137931034,0.75
462,0.5587238201073238,0.4419198,0.6551724137931034,0.75
463,0.5651177423340934,0.44176632,0.7241379310344828,0.75
464,0.5630564945084708,0.44146085,0.7586206896551724,0.75
465,0.5728703141212463,0.44128796,0.7586206896551724,0.75
466,0.5588894741875785,0.44124144,0.7586206896551724,0.75
467,0.5695772767066956,0.44124907,0.7241379310344828,0.75
