epoch,train_loss,train_acc,val_loss,val_acc,val_precision,val_recall,val_f1
1,0.6413780339062214,0.7294428683817387,0.5945191184679667,0.8020786262991414,0.4010393131495707,0.5,0.4450852557673019
2,0.499724542722106,0.7977906875312328,0.39261112610499066,0.8020786262991414,0.4010393131495707,0.5,0.4450852557673019
3,0.327486302703619,0.7976938858628273,0.23905507723490396,0.8020786262991414,0.4010393131495707,0.5,0.4450852557673019
4,0.23093583434820175,0.7975648157298565,0.2164247383673986,0.8020786262991414,0.4010393131495707,0.5,0.4450852557673019
5,0.21727293077856302,0.7972421534359455,0.1997498720884323,0.8020786262991414,0.4010393131495707,0.5,0.4450852557673019
6,0.20899678952991962,0.7978229485452175,0.20302097499370575,0.8020786262991414,0.4010393131495707,0.5,0.4450852557673019
7,0.2034359024837613,0.7975648157298565,0.19546528657277426,0.8020786262991414,0.4010393131495707,0.5,0.4450852557673019
8,0.20010689459741116,0.7974034957587719,0.19278846184412637,0.8020786262991414,0.4010393131495707,0.5,0.4450852557673019
9,0.19723051972687244,0.7974680215120316,0.1878387133280436,0.8020786262991414,0.4010393131495707,0.5,0.4450852557673019
10,0.19482464529573917,0.797338955104351,0.18602787951628366,0.8020786262991414,0.4010393131495707,0.5,0.4450852557673019
11,0.19273701682686806,0.797403484582901,0.18710046509901682,0.8020786262991414,0.4010393131495707,0.5,0.4450852557673019
12,0.19083101768046618,0.7974034920334816,0.194468691945076,0.8020786262991414,0.4010393131495707,0.5,0.4450852557673019
13,0.18882916495203972,0.7981778755784035,0.19218623141447702,0.8020786262991414,0.4010393131495707,0.5,0.4450852557673019
14,0.1878915810957551,0.7978552132844925,0.18383099138736725,0.8020786262991414,0.4010393131495707,0.5,0.4450852557673019
15,0.18708455469459295,0.7981445901095867,0.1827727605899175,0.8027564392227745,0.9013113271535157,0.5017123287671232,0.44866569724013083
16,0.18605796433985233,0.7983381897211075,0.18914461135864258,0.8023045639403524,0.9011299435028248,0.5005707762557078,0.4462813166859092
17,0.18554927967488766,0.7978552170097828,0.18774721523125967,0.8023045639403524,0.9011299435028248,0.5005707762557078,0.4462813166859092
18,0.1858096132054925,0.7984662428498268,0.18178858856360117,0.8025305015815635,0.9012206148282098,0.5011415525114156,0.44747479422016767
19,0.18507671169936657,0.797952014952898,0.18230415880680084,0.8020786262991414,0.4010393131495707,0.5,0.4450852557673019
20,0.18486164323985577,0.7989522740244865,0.19559043645858765,0.8020786262991414,0.4010393131495707,0.5,0.4450852557673019
21,0.18416885752230883,0.7983059175312519,0.17974999050299326,0.8027564392227745,0.9013113271535157,0.5017123287671232,0.44866569724013083
22,0.18416378647089005,0.7982403784990311,0.18071227769056955,0.8025305015815635,0.9012206148282098,0.5011415525114156,0.44747479422016767
23,0.18325685244053602,0.797984279692173,0.17958464721838632,0.8025305015815635,0.9012206148282098,0.5011415525114156,0.44747479422016767
24,0.18240520637482405,0.7978521697223186,0.18221854666868845,0.8025305015815635,0.9012206148282098,0.5011415525114156,0.44747479422016767
25,0.18176645785570145,0.7984360083937645,0.18632579346497855,0.8025305015815635,0.9012206148282098,0.5011415525114156,0.44747479422016767
26,0.1822404684498906,0.7982706092298031,0.1756443977355957,0.8020786262991414,0.4010393131495707,0.5,0.4450852557673019
27,0.18214529380202293,0.7976605892181396,0.1770505060752233,0.8020786262991414,0.4010393131495707,0.5,0.4450852557673019
28,0.18134128022938967,0.798138502985239,0.17988825341065726,0.8047898779936737,0.8664842636964124,0.5072792462537784,0.46034901738313166
29,0.18220260180532932,0.7979418486356735,0.17931311825911203,0.8025305015815635,0.9012206148282098,0.5011415525114156,0.44747479422016767
30,0.18068370409309864,0.7984509952366352,0.18425462146600088,0.8029823768639855,0.9014020805065581,0.502283105022831,0.4498540345755599
31,0.1801841938868165,0.7986860126256943,0.17828150590260824,0.8043380027112517,0.7772923286427599,0.5078574184835037,0.46231673759247294
32,0.17958639934659004,0.7981717772781849,0.17847886681556702,0.8041120650700406,0.7301333981633245,0.5094362981542221,0.4664455887659056
33,0.1799371587112546,0.7985124811530113,0.17191804448763529,0.8050158156348848,0.7513985748677303,0.5117194031770532,0.47097796774515677
34,0.17912473622709513,0.799572192132473,0.17739285031954447,0.8050158156348848,0.7458405179425448,0.5121493343623384,0.4720064316264393
35,0.17866158578544855,0.7992505468428135,0.18017983933289847,0.8050158156348848,0.7513985748677303,0.5117194031770532,0.47097796774515677
36,0.17896999791264534,0.7987886443734169,0.17736651003360748,0.8065973791233619,0.7726744438651374,0.5161447681522927,0.4798240165460913
37,0.17833431530743837,0.7991979494690895,0.17054027815659842,0.8093086308178943,0.7928074081091323,0.5238539455913563,0.4948835845791959
38,0.17764554359018803,0.7999893575906754,0.17580632865428925,0.8061455038409399,0.7606556308654848,0.5154331468261625,0.47860865209876907
39,0.17747259140014648,0.7992784827947617,0.17149001359939575,0.8077270673294171,0.7767775910364145,0.519858511801402,0.48730159702442327
40,0.17754447180777788,0.8003653734922409,0.17649433016777039,0.8065973791233619,0.7673333056719638,0.5165746993375779,0.4808239601832972
41,0.17724564857780933,0.7992472387850285,0.17595528066158295,0.8063714414821509,0.7640699531487937,0.5160039230818703,0.4797174431621083
42,0.17524148151278496,0.8015137575566769,0.17617563903331757,0.8099864437415273,0.7859652186418218,0.5268560679143353,0.5009154369553888
43,0.1756875105202198,0.800066851079464,0.17656697829564413,0.8122458201536376,0.7831372589658361,0.5351434175831243,0.516748423818036
44,0.1753371087834239,0.8014248237013817,0.17161852618058523,0.8088567555354722,0.7540865093768905,0.5270117049327931,0.5021279651100946
45,0.1758753191679716,0.8008742704987526,0.17801245550314584,0.8097605061003164,0.7880165348464008,0.5258553604733424,0.49891734612654093
46,0.17401037365198135,0.8013613075017929,0.16602820654710135,0.8129236330772707,0.7707306953179595,0.5398652646472443,0.5258065768327999
47,0.17426478676497936,0.8016021624207497,0.17316741744677225,0.8181201988251242,0.803790700003212,0.551703324972667,0.5458427993764807
48,0.17308673821389675,0.8027111701667309,0.17839618027210236,0.8237686398553999,0.814152717307487,0.5681223872917872,0.572939103482367
49,0.17307000420987606,0.8022271692752838,0.16709660987059274,0.8273836421147763,0.8247248083390102,0.5772548073831114,0.5872286715250058
50,0.17236923426389694,0.8031738065183163,0.1766176720460256,0.8212833258020786,0.8020735060609581,0.5627037108495723,0.5643546294769654
51,0.17102936562150717,0.8044169582426548,0.17110846936702728,0.8192498870311794,0.7961202586494234,0.5571367933629172,0.5552527603268581
52,0.17090739961713552,0.8050277233123779,0.16854492326577505,0.8176683235427022,0.8041755360142664,0.5501318412759663,0.5431168826185145
53,0.16990981716662645,0.8056285977363586,0.165476123491923,0.8282873926796204,0.8253833673522792,0.5799678435912278,0.5914085700514639
54,0.16893283929675817,0.8083775788545609,0.17515659828980765,0.8276095797559874,0.8185832274050864,0.5795453083799601,0.5908002957061657
55,0.16847435664385557,0.8093826547265053,0.16821869711081186,0.8287392679620424,0.8200412504348691,0.5828291208437841,0.5957881780402502
56,0.16755338851362467,0.8100076541304588,0.16112096110979715,0.8328061455038409,0.8362328442972078,0.591383368705383,0.6085515244695335
57,0.16766565758734941,0.8109027221798897,0.16455069184303284,0.8343877089923181,0.8365131301546609,0.5962386648659077,0.6156345169245387
58,0.16698679514229298,0.8110246807336807,0.16884994506835938,0.8361952101220064,0.8331221198756026,0.602954530837996,0.6251533946580985
59,0.16604944318532944,0.8142203167080879,0.16241416335105896,0.833032083145052,0.8452579785754464,0.5898044890346646,0.6062388981285353
60,0.1659048544242978,0.814748503267765,0.1618876705567042,0.8325802078626299,0.8373756021091976,0.59038266126439,0.6070782007189044
61,0.16535067278891802,0.8146517090499401,0.1639608641465505,0.833258020786263,0.8213191422451893,0.597254164254936,0.6169448353504081
62,0.16477873548865318,0.8167152293026447,0.17363712191581726,0.833032083145052,0.8290482535292034,0.5941038008875169,0.6124882783181911
63,0.16444788314402103,0.8183422572910786,0.16457108159859976,0.8337098960686851,0.8335309930423782,0.5949562672840697,0.6137557630678943
64,0.16406782995909452,0.8183534443378448,0.16614925861358643,0.8337098960686851,0.8173923060611992,0.6001154415074925,0.6209355312429454
65,0.16419465094804764,0.8181979544460773,0.16884487370649973,0.8343877089923181,0.8320665722891368,0.5975284584217635,0.6174488864980692
66,0.16247670073062181,0.8196588233113289,0.16388170421123505,0.8355173971983733,0.8303369190006937,0.601672133256158,0.6233099893006517
67,0.16266136057674885,0.8204733543097973,0.15685988465944925,0.8361952101220064,0.831775098163656,0.6033844620232812,0.6257340021216007
68,0.16163129452615976,0.8205942884087563,0.1637436697880427,0.8375508359692725,0.8444005936396062,0.6037996012605312,0.6265152929735615
69,0.16190661117434502,0.8205932751297951,0.1643291711807251,0.8395842747401717,0.8335679935981157,0.6136658306000385,0.6398681619920559
70,0.16087804920971394,0.8226791583001614,0.16059967875480652,0.8395842747401717,0.832373163968825,0.6140957617853238,0.6404113037587653
71,0.1608327804133296,0.8220358639955521,0.16046020885308585,0.8375508359692725,0.8386261731911315,0.6055193260016721,0.628831375897146
72,0.1603971989825368,0.8232970386743546,0.1593212882677714,0.8384545865341165,0.8390243484794917,0.6082323622097884,0.6326014479352022
